customer_id,campaign_id,activity_date,opened,clicked,purchased,revenue,age_group,region,customer_type
3839,2,10/23/2025,0,0,0,0,26-35,West,New
1211,2,9/20/2025,0,0,0,0,26-35,South,Returning
7825,1,7/31/2025,0,0,0,0,50+,South,Returning
2329,2,8/4/2025,0,0,0,0,50+,South,Returning
3800,1,9/18/2025,0,0,0,0,26-35,West,Returning
149,1,9/4/2025,1,0,0,0,26-35,South,New
1048,2,9/20/2025,1,0,0,0,26-35,South,New
1660,2,9/16/2025,0,0,0,0,50+,East,Returning
414,2,7/4/2025,1,0,0,0,36-50,West,Returning
5808,2,9/16/2025,1,0,0,0,36-50,South,Returning
7564,2,9/11/2025,0,0,0,0,36-50,West,Returning
7883,2,9/9/2025,0,0,0,0,36-50,East,Returning
2127,2,8/10/2025,0,0,0,0,18-25,South,Returning
6310,2,8/4/2025,0,0,0,0,26-35,West,Returning
4033,1,7/17/2025,0,0,0,0,36-50,West,Returning
367,2,10/21/2025,0,0,0,0,18-25,West,Returning
726,2,10/7/2025,0,0,0,0,18-25,Midwest,New
4383,2,11/24/2025,0,0,0,0,50+,Midwest,Returning
3390,1,8/12/2025,1,0,0,0,36-50,South,Returning
68,1,9/12/2025,0,0,0,0,18-25,Midwest,New
7441,1,8/4/2025,0,0,0,0,26-35,South,New
5843,1,12/17/2025,0,0,0,0,18-25,Midwest,Returning
4020,2,11/19/2025,1,0,0,0,18-25,West,Returning
7896,1,7/27/2025,0,0,0,0,26-35,South,Returning
7770,1,11/23/2025,0,0,0,0,36-50,East,New
7792,2,12/14/2025,0,0,0,0,26-35,Midwest,Returning
2071,1,10/27/2025,0,0,0,0,36-50,West,Returning
7048,1,12/26/2025,0,0,0,0,18-25,East,Returning
4037,2,8/4/2025,0,0,0,0,18-25,West,New
5809,2,8/21/2025,0,0,0,0,26-35,Midwest,Returning
6877,2,10/22/2025,0,0,0,0,36-50,South,New
1307,2,10/5/2025,0,0,0,0,50+,Midwest,New
3587,2,11/6/2025,1,0,0,0,26-35,West,New
1032,1,12/21/2025,1,0,0,0,36-50,South,New
2236,2,8/11/2025,0,0,0,0,18-25,East,Returning
3309,2,12/5/2025,0,0,0,0,18-25,East,New
6844,2,7/24/2025,0,0,0,0,18-25,West,Returning
6902,1,9/21/2025,1,0,0,0,18-25,East,Returning
3120,1,9/17/2025,1,0,0,0,50+,West,Returning
2634,1,11/23/2025,0,0,0,0,36-50,East,Returning
4246,2,9/15/2025,1,0,0,0,50+,East,New
7295,2,11/27/2025,0,0,0,0,36-50,East,Returning
7813,1,7/28/2025,1,0,0,0,36-50,East,New
1815,2,12/26/2025,0,0,0,0,26-35,Midwest,Returning
1492,2,8/4/2025,0,0,0,0,18-25,East,Returning
5655,2,10/15/2025,0,0,0,0,18-25,Midwest,New
2412,1,9/28/2025,0,0,0,0,18-25,Midwest,New
1599,2,7/17/2025,0,0,0,0,18-25,South,New
249,2,10/3/2025,0,0,0,0,18-25,West,Returning
3226,2,12/5/2025,0,0,0,0,36-50,West,New
3135,2,10/5/2025,0,0,0,0,26-35,Midwest,Returning
4505,2,11/4/2025,0,0,0,0,26-35,West,New
1602,1,12/24/2025,0,0,0,0,26-35,East,Returning
5715,2,8/24/2025,1,1,0,0,26-35,West,New
5441,1,7/8/2025,1,0,0,0,18-25,South,Returning
3699,2,11/2/2025,0,0,0,0,36-50,West,Returning
1451,2,11/19/2025,0,0,0,0,50+,East,Returning
4056,2,7/26/2025,0,0,0,0,36-50,East,Returning
5399,2,9/2/2025,0,0,0,0,50+,East,Returning
2982,1,9/3/2025,0,0,0,0,26-35,South,New
2108,1,11/13/2025,0,0,0,0,50+,West,New
4053,2,12/5/2025,0,0,0,0,36-50,South,New
2842,1,11/10/2025,0,0,0,0,50+,South,Returning
3205,1,8/23/2025,0,0,0,0,26-35,West,Returning
2791,2,10/20/2025,0,0,0,0,36-50,West,Returning
2428,1,8/18/2025,0,0,0,0,26-35,West,Returning
5735,1,10/22/2025,1,0,0,0,26-35,Midwest,Returning
3682,1,12/21/2025,0,0,0,0,26-35,East,Returning
3733,2,10/28/2025,0,0,0,0,26-35,West,Returning
5225,1,11/19/2025,0,0,0,0,50+,West,New
2891,2,11/12/2025,0,0,0,0,50+,West,New
809,2,9/24/2025,0,0,0,0,36-50,East,Returning
6821,1,7/24/2025,1,0,0,0,26-35,West,Returning
446,1,12/23/2025,0,0,0,0,26-35,East,Returning
4576,1,9/3/2025,0,0,0,0,26-35,South,Returning
2127,2,12/7/2025,0,0,0,0,36-50,West,Returning
1711,1,11/29/2025,1,0,0,0,18-25,South,Returning
336,1,11/1/2025,0,0,0,0,36-50,East,Returning
7201,1,10/7/2025,0,0,0,0,26-35,Midwest,Returning
3434,1,8/19/2025,0,0,0,0,26-35,East,Returning
2742,2,7/25/2025,0,0,0,0,18-25,Midwest,New
5930,1,12/5/2025,1,0,0,0,18-25,West,Returning
312,2,12/21/2025,1,0,0,0,50+,Midwest,New
4517,1,10/30/2025,0,0,0,0,36-50,East,Returning
3957,2,12/25/2025,0,0,0,0,36-50,South,New
4428,2,8/8/2025,1,0,0,0,18-25,West,New
992,1,10/1/2025,0,0,0,0,36-50,Midwest,New
7621,2,8/1/2025,1,0,0,0,26-35,East,Returning
1908,2,10/4/2025,0,0,0,0,26-35,South,Returning
5428,2,12/8/2025,0,0,0,0,36-50,South,New
5977,2,8/22/2025,1,0,0,0,18-25,South,Returning
2752,2,9/14/2025,0,0,0,0,36-50,South,Returning
1047,1,10/1/2025,1,0,0,0,36-50,West,Returning
2374,2,9/22/2025,0,0,0,0,26-35,East,Returning
6456,1,12/22/2025,1,0,0,0,26-35,East,Returning
7252,2,9/15/2025,0,0,0,0,26-35,South,Returning
7496,2,8/15/2025,0,0,0,0,36-50,West,Returning
1811,2,8/28/2025,0,0,0,0,26-35,West,New
4853,2,8/24/2025,0,0,0,0,36-50,East,Returning
1209,1,8/26/2025,0,0,0,0,36-50,West,New
5683,2,12/9/2025,1,0,0,0,26-35,Midwest,New
3327,1,10/1/2025,0,0,0,0,26-35,Midwest,Returning
5709,2,9/8/2025,0,0,0,0,26-35,West,New
5482,2,7/26/2025,0,0,0,0,26-35,West,Returning
7943,1,12/23/2025,1,0,0,0,50+,South,Returning
3910,2,7/28/2025,0,0,0,0,36-50,East,Returning
2733,1,9/1/2025,0,0,0,0,36-50,Midwest,Returning
4215,2,11/3/2025,0,0,0,0,26-35,Midwest,Returning
1303,2,7/1/2025,1,0,0,0,26-35,West,Returning
895,2,8/26/2025,1,0,0,0,26-35,South,Returning
4154,2,12/19/2025,1,0,0,0,50+,East,Returning
6604,1,7/5/2025,0,0,0,0,36-50,South,Returning
4266,1,8/12/2025,0,0,0,0,18-25,West,New
6256,1,7/16/2025,0,0,0,0,50+,South,Returning
1424,1,11/2/2025,0,0,0,0,26-35,West,Returning
3596,1,7/3/2025,0,0,0,0,36-50,East,Returning
4905,2,7/9/2025,0,0,0,0,50+,Midwest,New
2782,2,9/24/2025,1,0,0,0,36-50,South,Returning
113,1,11/12/2025,1,0,0,0,50+,East,Returning
588,2,12/10/2025,0,0,0,0,50+,South,Returning
7422,2,8/9/2025,1,0,0,0,18-25,Midwest,Returning
4842,1,10/11/2025,0,0,0,0,36-50,South,Returning
2117,2,11/22/2025,0,0,0,0,36-50,South,Returning
2071,1,11/9/2025,1,0,0,0,26-35,East,Returning
317,2,12/21/2025,0,0,0,0,50+,West,Returning
7559,2,7/14/2025,0,0,0,0,36-50,Midwest,Returning
866,1,7/9/2025,1,0,0,0,26-35,South,New
6076,1,11/1/2025,0,0,0,0,26-35,West,Returning
1922,2,9/5/2025,0,0,0,0,26-35,South,New
2686,1,11/10/2025,0,0,0,0,26-35,East,Returning
2192,2,11/6/2025,0,0,0,0,36-50,Midwest,Returning
6597,2,9/18/2025,0,0,0,0,36-50,Midwest,Returning
263,1,12/27/2025,0,0,0,0,18-25,Midwest,Returning
2819,2,12/6/2025,0,0,0,0,36-50,East,Returning
2235,2,9/4/2025,0,0,0,0,26-35,West,Returning
2184,1,7/1/2025,1,0,0,0,50+,East,Returning
1544,2,12/27/2025,0,0,0,0,50+,Midwest,New
7300,1,12/22/2025,1,0,0,0,18-25,West,Returning
3029,2,12/9/2025,0,0,0,0,26-35,South,New
3346,1,7/11/2025,1,0,0,0,50+,East,Returning
3082,1,11/7/2025,0,0,0,0,26-35,West,Returning
7842,2,12/20/2025,0,0,0,0,36-50,South,New
2713,2,9/7/2025,0,0,0,0,18-25,Midwest,Returning
2734,1,11/13/2025,0,0,0,0,26-35,East,Returning
2624,2,10/5/2025,1,0,0,0,36-50,South,New
2616,2,9/22/2025,0,0,0,0,26-35,West,New
718,1,11/7/2025,0,0,0,0,36-50,West,New
4835,2,10/13/2025,1,0,0,0,50+,Midwest,Returning
202,2,11/1/2025,0,0,0,0,26-35,East,New
1808,2,8/10/2025,0,0,0,0,26-35,Midwest,New
1617,2,8/21/2025,0,0,0,0,36-50,Midwest,Returning
2332,2,10/24/2025,0,0,0,0,36-50,Midwest,Returning
6054,2,10/9/2025,0,0,0,0,18-25,Midwest,Returning
4796,2,9/7/2025,1,0,0,0,26-35,East,Returning
7927,1,11/28/2025,0,0,0,0,26-35,East,Returning
2810,1,8/31/2025,0,0,0,0,26-35,East,New
7429,2,9/24/2025,1,0,0,0,36-50,East,Returning
360,2,8/26/2025,0,0,0,0,50+,West,New
4034,1,10/10/2025,0,0,0,0,50+,East,Returning
6391,1,10/10/2025,1,1,0,0,36-50,South,New
4255,1,8/28/2025,0,0,0,0,36-50,East,New
7467,2,11/17/2025,0,0,0,0,26-35,South,Returning
2517,2,7/29/2025,0,0,0,0,18-25,West,Returning
267,2,11/16/2025,1,0,0,0,26-35,Midwest,Returning
6192,1,7/12/2025,0,0,0,0,26-35,West,New
545,2,8/15/2025,1,0,0,0,50+,South,Returning
6119,1,9/12/2025,0,0,0,0,36-50,East,New
5868,1,9/15/2025,1,0,0,0,26-35,East,Returning
6755,1,10/22/2025,1,0,0,0,18-25,South,Returning
3832,2,12/16/2025,1,0,0,0,26-35,West,New
7165,2,11/14/2025,0,0,0,0,26-35,East,Returning
1359,1,10/6/2025,0,0,0,0,36-50,West,Returning
3475,1,7/16/2025,0,0,0,0,50+,East,New
975,2,12/26/2025,0,0,0,0,26-35,West,New
6136,1,8/27/2025,0,0,0,0,36-50,West,Returning
5715,1,10/20/2025,1,0,0,0,36-50,East,Returning
6452,1,11/23/2025,0,0,0,0,26-35,East,Returning
6115,1,11/3/2025,0,0,0,0,18-25,Midwest,Returning
2468,1,7/21/2025,0,0,0,0,18-25,Midwest,Returning
545,2,8/16/2025,1,0,0,0,36-50,Midwest,New
7434,1,12/26/2025,0,0,0,0,50+,East,Returning
3943,1,11/16/2025,0,0,0,0,36-50,Midwest,Returning
755,2,10/22/2025,0,0,0,0,36-50,South,Returning
7417,1,9/19/2025,0,0,0,0,26-35,South,New
7955,2,12/17/2025,1,0,0,0,26-35,South,New
3564,1,11/8/2025,1,0,0,0,18-25,East,Returning
6161,2,11/9/2025,0,0,0,0,36-50,South,New
291,1,12/12/2025,0,0,0,0,26-35,West,Returning
747,2,12/21/2025,1,0,0,0,50+,East,Returning
2213,2,12/2/2025,1,0,0,0,26-35,West,New
5250,2,10/28/2025,0,0,0,0,26-35,West,New
1068,2,8/11/2025,0,0,0,0,36-50,Midwest,Returning
274,1,8/18/2025,0,0,0,0,36-50,South,Returning
5351,1,7/28/2025,0,0,0,0,36-50,South,Returning
6162,2,11/22/2025,0,0,0,0,18-25,Midwest,New
5914,2,8/30/2025,0,0,0,0,18-25,East,Returning
6394,1,8/10/2025,1,0,0,0,36-50,South,Returning
6423,2,11/8/2025,0,0,0,0,36-50,East,Returning
4820,2,10/10/2025,1,0,0,0,18-25,East,Returning
4156,2,8/14/2025,0,0,0,0,26-35,West,Returning
6855,2,9/6/2025,0,0,0,0,36-50,South,Returning
2785,2,9/25/2025,0,0,0,0,36-50,East,New
784,1,11/21/2025,1,0,0,0,26-35,South,Returning
6016,2,7/2/2025,0,0,0,0,50+,West,Returning
2208,1,11/14/2025,1,0,0,0,18-25,East,Returning
7831,1,7/15/2025,0,0,0,0,26-35,Midwest,Returning
3314,2,12/3/2025,0,0,0,0,18-25,Midwest,New
6815,2,7/22/2025,1,0,0,0,26-35,South,Returning
340,1,8/14/2025,0,0,0,0,36-50,West,Returning
5274,2,9/5/2025,0,0,0,0,18-25,East,Returning
3586,1,12/27/2025,0,0,0,0,18-25,West,Returning
3701,1,9/10/2025,0,0,0,0,26-35,West,New
2122,2,11/22/2025,0,0,0,0,18-25,Midwest,Returning
7770,2,8/16/2025,1,0,0,0,26-35,Midwest,New
3142,2,9/8/2025,0,0,0,0,26-35,West,Returning
6804,1,10/2/2025,0,0,0,0,26-35,South,Returning
3401,2,7/23/2025,0,0,0,0,36-50,East,New
387,1,7/6/2025,1,0,0,0,26-35,East,New
7036,2,9/1/2025,1,0,0,0,18-25,West,Returning
1481,1,11/19/2025,1,0,0,0,36-50,Midwest,Returning
2163,2,7/20/2025,1,0,0,0,18-25,Midwest,Returning
6889,1,11/25/2025,0,0,0,0,18-25,Midwest,Returning
7150,1,10/19/2025,1,0,0,0,26-35,East,Returning
7335,1,8/19/2025,0,0,0,0,26-35,South,Returning
3408,2,7/21/2025,0,0,0,0,18-25,East,Returning
6056,2,10/8/2025,0,0,0,0,26-35,Midwest,New
2623,2,9/16/2025,1,0,0,0,26-35,West,Returning
5924,1,7/20/2025,0,0,0,0,26-35,East,Returning
4021,1,10/29/2025,0,0,0,0,18-25,West,New
416,2,11/28/2025,0,0,0,0,50+,West,Returning
3342,1,9/20/2025,0,0,0,0,36-50,East,Returning
3742,2,9/20/2025,1,0,0,0,36-50,West,Returning
2059,1,12/6/2025,0,0,0,0,26-35,West,Returning
2996,2,9/8/2025,1,0,0,0,36-50,West,New
4022,2,8/13/2025,0,0,0,0,36-50,West,Returning
398,1,11/30/2025,1,0,0,0,26-35,South,New
1215,1,10/3/2025,1,0,0,0,36-50,South,Returning
6135,2,12/16/2025,0,0,0,0,36-50,Midwest,New
2816,1,12/12/2025,0,0,0,0,26-35,South,Returning
4868,2,11/23/2025,0,0,0,0,26-35,West,Returning
4527,2,9/2/2025,1,0,0,0,26-35,West,New
4410,1,11/7/2025,0,0,0,0,26-35,West,New
3308,2,9/24/2025,1,0,0,0,36-50,Midwest,Returning
3867,1,11/15/2025,0,0,0,0,36-50,Midwest,New
6592,2,12/15/2025,0,0,0,0,26-35,Midwest,Returning
7721,1,11/9/2025,0,0,0,0,26-35,East,Returning
2054,2,9/28/2025,0,0,0,0,36-50,East,New
5356,1,12/26/2025,0,0,0,0,26-35,West,Returning
7759,1,12/3/2025,1,1,0,0,36-50,West,Returning
61,1,8/14/2025,0,0,0,0,36-50,West,Returning
6278,1,12/17/2025,0,0,0,0,36-50,Midwest,New
3975,2,9/25/2025,1,0,0,0,36-50,Midwest,Returning
7741,1,8/16/2025,1,0,0,0,36-50,West,Returning
4627,1,8/23/2025,0,0,0,0,36-50,South,Returning
6706,1,11/19/2025,0,0,0,0,50+,West,New
1329,1,9/8/2025,0,0,0,0,36-50,East,Returning
1137,1,10/26/2025,0,0,0,0,36-50,Midwest,Returning
7413,1,9/19/2025,1,0,0,0,50+,South,Returning
4212,2,12/25/2025,1,0,0,0,50+,Midwest,New
4467,2,7/25/2025,1,0,0,0,26-35,East,Returning
1360,2,10/14/2025,0,0,0,0,36-50,West,Returning
1814,1,9/3/2025,0,0,0,0,50+,South,Returning
6546,2,11/20/2025,1,0,0,0,26-35,East,New
2427,2,12/17/2025,1,0,0,0,26-35,South,Returning
4674,2,9/1/2025,1,0,0,0,26-35,East,Returning
2533,1,12/11/2025,0,0,0,0,36-50,East,Returning
2108,1,10/18/2025,1,0,0,0,50+,Midwest,New
1329,1,7/10/2025,0,0,0,0,26-35,West,Returning
7437,1,11/18/2025,0,0,0,0,36-50,Midwest,Returning
7521,2,10/8/2025,0,0,0,0,36-50,West,Returning
922,1,12/22/2025,0,0,0,0,36-50,South,New
2827,1,9/21/2025,1,0,0,0,36-50,South,Returning
4511,1,8/15/2025,1,0,0,0,36-50,South,Returning
3067,1,8/1/2025,0,0,0,0,26-35,Midwest,Returning
5769,1,7/15/2025,0,0,0,0,18-25,West,Returning
2082,1,11/4/2025,1,0,0,0,26-35,Midwest,Returning
471,2,12/23/2025,1,0,0,0,26-35,South,Returning
2696,1,10/25/2025,1,0,0,0,36-50,South,Returning
4783,2,10/17/2025,0,0,0,0,50+,East,Returning
1446,2,7/6/2025,1,0,0,0,18-25,Midwest,Returning
6528,2,7/4/2025,0,0,0,0,36-50,East,Returning
98,2,9/28/2025,0,0,0,0,18-25,Midwest,New
541,1,10/2/2025,0,0,0,0,26-35,South,New
4071,2,9/15/2025,0,0,0,0,18-25,South,Returning
4098,2,12/16/2025,0,0,0,0,26-35,East,New
2360,1,8/29/2025,0,0,0,0,50+,West,New
2069,1,12/25/2025,1,0,0,0,26-35,East,Returning
559,2,8/17/2025,0,0,0,0,18-25,South,Returning
5304,1,8/28/2025,0,0,0,0,26-35,East,Returning
3033,2,8/23/2025,0,0,0,0,50+,East,Returning
950,1,11/18/2025,1,1,0,0,26-35,East,Returning
3199,1,8/29/2025,1,0,0,0,50+,South,Returning
7497,2,9/21/2025,0,0,0,0,36-50,East,Returning
2090,2,7/21/2025,0,0,0,0,26-35,West,New
7158,2,9/10/2025,1,1,0,0,26-35,East,New
2070,2,8/5/2025,0,0,0,0,36-50,Midwest,Returning
1488,2,11/14/2025,0,0,0,0,36-50,East,Returning
2086,1,11/24/2025,0,0,0,0,18-25,East,New
2587,2,8/18/2025,0,0,0,0,26-35,South,Returning
965,1,12/25/2025,0,0,0,0,26-35,East,New
4702,1,9/15/2025,0,0,0,0,50+,East,Returning
2668,2,11/28/2025,0,0,0,0,36-50,South,Returning
5745,1,8/14/2025,0,0,0,0,26-35,East,Returning
3928,2,12/2/2025,0,0,0,0,26-35,East,Returning
3542,1,7/26/2025,0,0,0,0,26-35,East,Returning
3768,1,9/4/2025,0,0,0,0,50+,West,New
1251,1,9/7/2025,0,0,0,0,26-35,West,Returning
5704,2,8/3/2025,0,0,0,0,18-25,South,New
834,2,12/20/2025,0,0,0,0,36-50,East,Returning
5773,1,8/22/2025,0,0,0,0,18-25,South,Returning
7999,1,9/14/2025,0,0,0,0,36-50,East,New
6112,1,7/4/2025,0,0,0,0,26-35,East,New
3643,1,10/31/2025,1,0,0,0,36-50,East,New
2516,2,8/2/2025,0,0,0,0,36-50,South,Returning
6981,2,8/21/2025,0,0,0,0,18-25,West,Returning
2058,1,12/13/2025,0,0,0,0,50+,East,Returning
3860,1,12/3/2025,1,0,0,0,50+,Midwest,Returning
6167,2,7/21/2025,0,0,0,0,26-35,East,New
7379,1,10/21/2025,1,0,0,0,36-50,Midwest,Returning
7368,1,11/12/2025,0,0,0,0,36-50,West,Returning
703,2,12/19/2025,1,0,0,0,26-35,East,Returning
7187,1,8/13/2025,0,0,0,0,18-25,South,New
913,1,8/28/2025,0,0,0,0,26-35,East,Returning
4676,1,8/12/2025,0,0,0,0,26-35,East,Returning
7438,2,10/5/2025,0,0,0,0,36-50,Midwest,Returning
5239,1,10/17/2025,0,0,0,0,50+,South,Returning
7580,2,8/4/2025,1,0,0,0,18-25,West,Returning
2755,1,7/5/2025,1,0,0,0,36-50,South,Returning
2518,1,7/25/2025,0,0,0,0,18-25,East,Returning
2610,2,8/7/2025,0,0,0,0,18-25,West,Returning
2842,1,10/14/2025,0,0,0,0,18-25,Midwest,Returning
5463,1,8/6/2025,0,0,0,0,26-35,South,Returning
3620,1,11/22/2025,0,0,0,0,36-50,East,Returning
5900,2,10/24/2025,0,0,0,0,26-35,Midwest,Returning
3330,1,8/5/2025,0,0,0,0,50+,South,Returning
2462,2,12/26/2025,0,0,0,0,26-35,East,Returning
1521,1,11/4/2025,1,0,0,0,26-35,East,Returning
4409,1,12/4/2025,0,0,0,0,26-35,West,Returning
7188,1,10/29/2025,0,0,0,0,36-50,West,Returning
6872,1,10/27/2025,0,0,0,0,26-35,West,Returning
2027,2,9/25/2025,0,0,0,0,26-35,South,New
3822,1,10/27/2025,0,0,0,0,26-35,East,Returning
5643,2,11/16/2025,1,0,0,0,36-50,South,New
4900,1,12/25/2025,0,0,0,0,26-35,South,Returning
538,2,10/15/2025,0,0,0,0,50+,West,Returning
4729,1,11/13/2025,0,0,0,0,26-35,Midwest,Returning
311,2,12/18/2025,0,0,0,0,26-35,Midwest,Returning
932,1,10/18/2025,0,0,0,0,50+,East,New
5230,2,11/15/2025,0,0,0,0,26-35,West,New
821,2,8/3/2025,1,0,0,0,18-25,East,New
2713,2,12/7/2025,0,0,0,0,36-50,South,New
4708,1,12/24/2025,0,0,0,0,26-35,East,Returning
5244,2,9/4/2025,0,0,0,0,26-35,West,New
3566,1,12/7/2025,1,0,0,0,26-35,West,New
753,1,11/23/2025,1,0,0,0,36-50,West,Returning
6393,1,8/11/2025,0,0,0,0,36-50,Midwest,Returning
7599,2,12/26/2025,0,0,0,0,36-50,Midwest,Returning
7110,1,10/14/2025,0,0,0,0,50+,South,New
5989,2,7/30/2025,0,0,0,0,36-50,West,New
3218,2,7/20/2025,0,0,0,0,26-35,Midwest,New
7011,1,10/1/2025,0,0,0,0,36-50,East,New
3906,1,10/2/2025,0,0,0,0,50+,South,Returning
1092,2,12/3/2025,0,0,0,0,26-35,West,Returning
6805,1,9/30/2025,0,0,0,0,36-50,Midwest,New
2562,1,9/10/2025,0,0,0,0,26-35,South,Returning
7510,1,8/27/2025,0,0,0,0,18-25,South,New
2947,2,9/30/2025,0,0,0,0,36-50,West,Returning
6956,1,8/17/2025,0,0,0,0,26-35,West,New
4298,1,11/12/2025,0,0,0,0,26-35,East,Returning
3740,1,7/25/2025,0,0,0,0,26-35,Midwest,Returning
2375,1,11/26/2025,0,0,0,0,36-50,Midwest,Returning
6686,2,8/8/2025,0,0,0,0,36-50,Midwest,New
486,2,8/5/2025,1,0,0,0,50+,East,Returning
3751,2,12/23/2025,0,0,0,0,36-50,South,New
2952,2,9/9/2025,0,0,0,0,50+,West,Returning
4348,1,10/31/2025,0,0,0,0,18-25,West,New
2037,2,9/10/2025,1,0,0,0,18-25,East,New
5317,2,12/24/2025,0,0,0,0,36-50,South,Returning
3088,2,7/28/2025,1,0,0,0,36-50,East,Returning
1506,2,9/22/2025,1,0,0,0,50+,Midwest,New
1576,1,7/17/2025,1,0,0,0,36-50,South,Returning
5573,2,10/11/2025,0,0,0,0,18-25,Midwest,Returning
2096,1,11/12/2025,0,0,0,0,36-50,Midwest,New
2459,2,9/23/2025,1,0,0,0,26-35,South,Returning
5016,1,12/1/2025,0,0,0,0,26-35,South,New
2639,2,11/16/2025,0,0,0,0,36-50,East,New
3106,2,12/19/2025,1,0,0,0,36-50,West,New
1956,2,12/27/2025,0,0,0,0,26-35,West,New
2764,1,12/20/2025,0,0,0,0,36-50,East,Returning
5543,2,9/16/2025,0,0,0,0,50+,West,Returning
4272,2,12/27/2025,0,0,0,0,26-35,Midwest,New
7981,2,10/27/2025,0,0,0,0,18-25,South,New
6175,2,7/15/2025,0,0,0,0,18-25,South,Returning
135,2,7/15/2025,0,0,0,0,26-35,East,Returning
3031,2,9/10/2025,0,0,0,0,26-35,West,New
2319,1,10/9/2025,0,0,0,0,26-35,South,New
